tsne_one,tsne_two,Label
14.25,39.92,Normal
31.9,6.04,Normal
21.91,37.49,Normal
-23.03,36.65,Normal
23.73,9.36,Normal
4.79,5.41,Normal
-1.29,12.05,Normal
-47.3,12.36,Normal
-10.03,15.75,Normal
-15.19,20.01,Normal
-41.24,28.57,Normal
31.29,5.94,Normal
12.07,31.67,Normal
10.78,-16.62,Normal
-17.51,23.83,Normal
1.29,18.75,Normal
-18.04,-1.0,Normal
31.77,24.69,Normal
3.21,-37.72,Normal
37.52,14.37,Normal
-27.32,38.51,Normal
-25.12,2.77,Normal
29.06,-4.25,Normal
-24.08,6.16,Normal
-3.19,28.63,Normal
-7.59,-26.31,Normal
-3.4,5.64,Normal
13.51,-9.56,Normal
-36.83,31.8,Normal
6.55,8.3,Normal
30.15,13.99,Normal
28.9,-17.26,Normal
28.94,-17.04,Normal
3.98,-43.05,Normal
-39.98,-22.44,Normal
-6.15,29.29,Normal
24.97,18.58,Normal
20.82,13.84,Normal
-3.91,5.5,Normal
28.88,-17.31,Normal
31.73,33.2,Normal
28.38,21.18,Normal
4.74,-11.14,Normal
2.68,-10.22,Exploits
14.58,-19.04,Exploits
-24.01,-17.32,Normal
12.71,28.59,Normal
12.02,22.15,Normal
-0.8,4.47,Normal
50.93,-15.88,Normal
4.49,-17.16,Normal
-13.7,2.23,Normal
-36.71,-18.22,Normal
-2.52,-40.84,Normal
17.48,15.94,Normal
7.25,-53.02,Normal
18.73,22.14,Normal
20.94,-10.57,Normal
6.0,-13.47,Normal
6.53,-3.8,Normal
-27.03,-1.09,Normal
-12.17,-11.56,DoS
40.25,-12.65,Normal
2.02,-7.02,Normal
-2.69,24.82,Normal
-34.43,32.76,Normal
4.3,-3.62,Normal
-20.92,-23.37,Normal
-30.99,2.94,Normal
8.28,-30.03,Normal
-6.88,-10.36,Normal
2.9,25.0,Normal
-30.69,1.72,Normal
9.95,-21.77,Normal
40.16,-12.69,Normal
40.08,-12.94,Normal
-17.64,-14.47,Normal
-9.49,-17.1,Normal
-34.84,10.27,Normal
33.15,23.55,Normal
-9.79,-9.93,Normal
-1.33,-37.77,DoS
-20.92,-23.37,Normal
-42.15,-19.62,Normal
-0.99,19.7,Normal
24.22,10.8,Normal
7.48,7.1,Normal
-10.53,17.87,Normal
-46.6,13.2,Normal
25.91,-12.52,Normal
-48.21,5.85,Normal
-43.03,6.53,Normal
28.84,-18.33,Normal
4.98,5.94,Normal
-15.23,4.38,Normal
-5.49,31.04,Normal
-29.13,-29.97,Normal
-32.11,29.71,Normal
-9.09,37.98,Normal
-15.72,-23.36,Normal
-31.42,-6.4,Normal
28.39,-41.65,Normal
-20.92,-23.37,Normal
-20.17,34.78,Normal
22.21,32.72,Normal
42.16,5.82,Normal
-34.37,-0.15,Normal
-31.33,-14.6,Normal
-15.41,33.79,Normal
42.37,5.84,Normal
1.8,-23.64,Normal
-2.53,-40.84,Normal
-0.69,-34.03,Normal
11.48,23.99,Normal
21.6,29.65,Normal
32.54,-21.31,Normal
-28.77,7.35,Normal
32.23,15.5,Normal
11.94,-42.17,Normal
-20.92,-23.37,Normal
15.91,6.7,Normal
15.91,6.7,Exploits
-4.71,-2.13,Exploits
-1.77,-11.31, Reconnaissance 
-1.77,-11.31,Exploits
-23.38,16.32,Exploits
-16.19,-21.94,Generic
-32.08,-24.83,Normal
1.31,21.69,Normal
24.23,-1.34,Normal
-1.99,14.92,Normal
7.46,25.94,Normal
12.44,-13.01,Normal
5.12,-2.22,Normal
-36.37,-37.39,Normal
-21.48,-1.06,Normal
12.45,-13.09,Normal
-35.94,-19.61,Normal
5.95,-16.34,Normal
-9.02,-18.49,Normal
30.13,28.95,Normal
12.45,-13.11,Normal
-20.71,10.14,Normal
-14.01,-35.96,Normal
-6.19,20.14,Normal
-15.25,10.04,Normal
18.19,3.77,Normal
-18.8,2.91,Normal
27.53,22.29,Normal
-34.26,-20.25,Normal
-15.18,0.97,Normal
-25.66,-6.28,Normal
-13.84,-36.25,Normal
8.81,0.1,Normal
15.71,39.54,Normal
13.68,40.12,Normal
-31.59,15.92,Normal
-1.6,-9.5,Normal
31.75,-6.51,Normal
29.75,29.48,Normal
-33.62,-15.12,Normal
35.1,6.94,Normal
40.26,0.54,Normal
17.68,-35.18,Normal
34.85,-13.31,Normal
-24.34,33.43,Normal
51.39,-13.85,Normal
-10.96,-23.83,Normal
14.97,-35.14,Normal
-6.83,21.59,Normal
18.24,-15.04,Normal
-3.3,-32.73,Exploits
-14.99,31.05,Exploits
24.14,14.26,Normal
26.47,0.09,Normal
-47.32,-11.55,Normal
-48.7,7.53,Normal
-36.04,-29.33,Normal
-13.3,28.48,Normal
-26.66,21.39,Normal
-21.94,13.92,Normal
15.71,39.54,Normal
25.47,-6.62,Normal
27.01,-12.95,Normal
33.45,32.09,Normal
27.47,-27.14,Normal
-13.79,34.59,Normal
-17.02,16.27,Normal
24.4,7.83,Normal
-14.08,28.13,Normal
13.54,-42.88,Normal
-23.14,23.71,Normal
23.52,14.46,Normal
34.3,13.2,Normal
13.32,-9.54,Normal
5.1,-7.2,Normal
4.77,-39.24,Normal
-20.66,33.3,Normal
5.21,0.35,Normal
-1.35,-18.32,Normal
-4.72,38.24,Normal
0.11,23.24,Normal
-23.5,19.22,Normal
12.41,7.54,Normal
16.23,24.4,Normal
31.61,-23.05,Normal
49.02,-11.84,Normal
-16.15,0.16,Normal
5.68,-0.71,Normal
-1.54,-34.46,Normal
3.89,-21.91,Normal
32.29,-31.77,Normal
-23.02,-1.74,Normal
16.72,27.73,Normal
-10.68,-32.81,Normal
9.34,20.0,Normal
11.74,9.08,Normal
4.94,-13.79,Normal
-10.97,-28.76,Normal
-24.86,-14.15,Normal
-48.67,-9.59,Normal
11.63,-27.39,Normal
12.79,-24.44,Normal
-0.91,-21.71,Normal
-38.2,27.91,Normal
29.42,25.11,Normal
-18.96,11.06,Normal
-13.25,-37.41,Normal
5.2,-33.77,Normal
31.82,-8.37,Normal
-14.43,-8.92,Normal
-2.4,17.24,Normal
-6.3,-18.84,Normal
17.43,-22.6,Normal
22.92,6.09,Normal
-16.15,-18.98,Normal
-35.61,18.28,Normal
-19.54,4.36,Normal
9.07,-7.5,Normal
10.81,-19.56,Normal
-6.05,-2.27,Normal
24.61,-18.03,Exploits
28.38,-7.03,DoS
-23.46,13.54,Normal
-1.99,-48.07,Normal
30.53,33.83,Normal
7.29,1.91,Normal
-17.68,-17.02,Normal
47.68,-5.78,Normal
-32.59,6.7,Normal
31.56,-0.57,Normal
-21.77,23.91,Normal
15.27,-42.77,Normal
32.93,28.06,Normal
-11.45,-28.42,Normal
-30.57,-0.94,Normal
3.34,8.44,Normal
-4.79,-13.51,Normal
7.19,2.02,Normal
-30.6,-0.72,Normal
28.38,-31.18,Normal
-18.6,17.23,Normal
-38.51,9.91,Normal
-30.58,-0.9,Normal
46.05,1.82,Normal
-57.68,-13.07,Normal
4.58,-6.06, Reconnaissance 
0.55,11.35,Normal
14.16,20.57,Normal
-17.59,37.97,Normal
21.12,18.82,Normal
40.01,-28.79,Normal
8.82,-52.64,Normal
24.09,21.03,Normal
31.45,-25.13,Normal
-4.83,-22.77,Normal
-12.1,34.34,Normal
-8.95,28.28,Normal
-37.93,5.13,Normal
17.08,28.53,Normal
0.47,-18.45,Normal
-4.75,4.84,Normal
21.72,23.72,Normal
-37.94,5.11,Normal
21.58,23.5,Normal
27.13,31.03,Normal
27.05,7.8,Normal
24.29,21.79,Normal
3.53,-16.21,Normal
20.08,18.9,Normal
-4.49,-22.76,Normal
-41.13,47.55,Normal
-0.52,1.68,Normal
-24.84,17.31,Exploits
-1.29,57.34,Exploits
-1.29,57.34,Normal
12.85,9.0,Normal
-7.6,-35.27,Normal
4.08,-53.07,Normal
33.0,23.85,Normal
-24.68,-19.28,Normal
-4.17,32.79,Normal
-38.91,-15.98,Normal
8.82,-52.65,Normal
-25.16,-33.28,Normal
18.43,-9.01,Normal
-24.77,-20.17,Normal
25.27,1.19,Normal
12.85,9.0,Normal
-37.42,22.36,Normal
-29.94,-3.33,Exploits
44.32,1.81,Normal
-42.01,22.66,Normal
-13.44,-31.19,Normal
-9.98,-21.5,Normal
-30.76,31.42,Normal
-0.38,22.03,Normal
32.31,-9.93,Normal
-8.12,22.95,Normal
4.78,35.56,Normal
-27.07,37.76,Normal
9.58,-4.04,Normal
6.45,3.45,Normal
-48.86,-9.37,Normal
9.97,41.11,Normal
-42.05,22.74,Normal
-30.31,-2.39,Normal
-25.72,30.42,Normal
-41.37,-21.0,Normal
44.36,1.85,Normal
-33.67,12.67,Normal
-33.74,12.61,Normal
-42.15,22.95,Normal
-33.72,12.63,Normal
17.65,38.7,Normal
44.34,1.83,Normal
-42.09,22.82,Normal
30.37,25.0,Normal
-16.02,22.31,Normal
1.27,-13.46,Normal
21.09,-58.41,Exploits
44.4,1.85, Reconnaissance 
10.54,-40.91,Normal
-27.84,26.24,Normal
-16.49,31.07,Normal
-10.69,33.67,Normal
19.6,-3.61,Normal
-16.42,31.69,Normal
26.87,14.4,Normal
20.79,12.91,Normal
-4.76,-14.21,Normal
-27.67,2.36,Normal
22.93,32.93,Normal
-3.07,33.37,Normal
16.0,1.57,Normal
9.52,-33.37,Normal
-16.4,31.49,Normal
2.0,9.85,Normal
28.23,-31.28,Normal
-14.49,19.8,Normal
-6.13,-17.02,Normal
-8.39,11.61,Normal
5.89,9.31,Normal
15.45,-35.12,Normal
22.32,-32.41,Normal
31.28,-28.31,Normal
23.99,-31.34,Normal
-22.17,28.0,Normal
-16.19,25.23,Normal
41.72,-4.59,Normal
1.82,19.07,Normal
-30.46,-29.15,Normal
14.25,39.92,Normal
42.11,9.46,Normal
1.82,19.07,Normal
17.12,-17.54,Normal
-18.37,15.48,Normal
20.42,22.66,Normal
41.06,-5.63,Normal
-10.84,20.33,Normal
31.08,12.57,Normal
-11.64,8.54,Normal
4.81,14.18,Normal
18.94,-8.5,Normal
15.68,-24.62,Normal
15.36,-4.1,Normal
-15.88,-24.41,Normal
33.06,-11.66,Normal
26.38,2.97,Normal
-23.62,39.68,Normal
21.93,-3.1,Normal
3.69,34.22,Normal
-26.73,-24.26,Normal
-12.8,-24.63,Normal
-29.38,-18.53,Normal
-3.82,13.78,Normal
-3.81,13.85,Normal
-3.72,14.01,Normal
-3.82,13.76,Normal
-47.32,11.43,Normal
34.38,2.63,Normal
-13.96,-1.81,Normal
-22.62,-33.59,Normal
-28.43,-9.98,Normal
-6.42,-5.55,Normal
-32.28,-18.12,Normal
-10.69,-32.81,Normal
20.91,30.98,Normal
-20.87,7.16,Normal
23.34,32.87,Normal
-28.11,-11.52,Normal
-7.19,-12.04,Normal
25.14,-16.57,Normal
13.46,-9.42,Exploits
-2.01,2.46,Exploits
-24.05,-18.43,Exploits
-27.86,37.97,Normal
-40.8,7.84,Normal
32.94,-11.56,Normal
-45.12,-13.44,Normal
-26.36,11.95,Normal
20.84,37.64,Normal
9.53,-23.66,Normal
31.22,5.99,Normal
-34.5,11.53,Normal
-25.44,26.01,Normal
-41.49,28.54,Normal
-34.54,11.45,Normal
3.81,29.35,Normal
44.27,-8.86,Normal
44.27,-8.92,Normal
4.5,35.23,Normal
-19.74,25.81,Normal
-31.55,18.96,Normal
-31.55,18.98,Normal
-30.0,-36.64,Normal
-6.72,-5.68,Normal
1.36,-40.94,Normal
-28.32,-5.04,Normal
25.32,10.58,Normal
-41.72,28.46,Normal
-41.07,21.22,Normal
44.59,-8.82,Normal
-41.74,28.44,Normal
39.36,-14.07,Normal
5.9,-26.75,Normal
10.57,-16.55,Normal
23.91,27.82,Normal
9.63,-2.09,Normal
42.67,7.46,Normal
-1.39,12.06,Normal
-1.69,37.06,Normal
-14.29,40.26,Normal
-1.9,39.37,Normal
-29.22,12.92,Normal
-6.85,21.57,Normal
-1.28,26.57,Normal
31.65,15.04,Normal
-19.04,14.05,Normal
-12.76,15.63,Normal
-26.53,1.18,Normal
9.06,7.09,Normal
20.77,-29.14,Normal
31.44,-28.23,Normal
-10.04,10.33,Normal
28.09,11.02,Normal
-6.05,-32.23,Normal
7.05,42.45,Normal
-12.16,-61.75,Normal
-21.93,-30.7, Reconnaissance 
-2.45,2.46,DoS
-9.87,32.2,Normal
14.31,-19.48,Normal
22.28,37.15,Normal
-20.51,-7.63,Normal
-10.0,-33.45,Normal
-14.01,1.95,Normal
11.17,-50.88,Normal
32.88,-20.54,Normal
-31.61,-23.87,Normal
2.53,24.89,Normal
6.88,-4.91,Normal
14.31,-19.91,Normal
11.54,11.86,Normal
-1.05,30.37,Normal
-21.96,-31.5,Normal
3.89,-23.73,Normal
-21.83,-26.37,Normal
3.1,-0.39,Normal
-13.76,2.24,Normal
26.94,-19.98,Normal
-31.58,-23.77,Normal
-28.78,7.37,Normal
-36.5,-18.53,Normal
7.62,24.65,Normal
26.85,-42.08,Normal
-19.87,-27.02,Normal
-38.88,-13.66,Normal
3.59,13.13,Normal
8.1,24.07,Normal
-28.98,-19.86,Normal
-2.83,2.43,Normal
-13.14,-17.57,Normal
32.22,-5.29,Normal
10.12,-15.48,Normal
2.27,-52.64,Normal
13.74,-7.04,Normal
-28.77,34.8,Normal
-21.05,8.85,Normal
-21.05,8.87,Normal
40.94,0.47,Normal
-21.06,8.73,Normal
-32.1,-14.94,Normal
11.92,-11.59,Normal
0.5,-51.32,Normal
-14.33,-7.41,Normal
40.19,-12.89,Normal
16.9,9.3,Normal
47.67,-0.84,Normal
33.96,-12.69,Normal
21.1,31.71,Normal
-21.04,8.91,Normal
-28.86,-5.64,Normal
18.89,-20.07,Normal
-1.15,34.21,Normal
-36.6,29.19,Normal
12.09,-11.76,Normal
35.73,1.26,Normal
24.9,26.65,Normal
7.9,6.61,Normal
24.61,-42.71,Normal
16.67,12.62,Normal
-31.02,23.31,Normal
23.95,-16.03,Normal
25.59,-42.44,Normal
-30.96,23.35,Normal
4.46,-39.11,Normal
-20.87,13.77,Normal
-48.33,6.08,Normal
-11.77,-22.94,Normal
-38.65,-12.12,Normal
2.27,-7.15,Normal
4.82,-39.36,Normal
0.5,-31.27,Normal
-5.4,31.14,Normal
36.45,-7.88,Normal
-0.01,34.79,Normal
-15.23,33.95,Normal
20.35,-12.22,Normal
24.83,32.52,Normal
-20.65,13.83,Normal
29.47,16.05,Normal
23.67,28.0,Normal
22.68,1.95,Normal
22.68,1.95,Exploits
0.84,2.14,Exploits
0.84,2.14,Exploits
-12.15,-61.75,Exploits
34.65,-40.79, Reconnaissance 
20.84,26.12, Reconnaissance 
1.8,-23.64,Normal
4.24,21.71,Normal
-35.64,-20.05,Normal
21.37,29.95,Normal
-7.32,-31.37,Normal
-15.11,4.36,Normal
0.3,36.11,Normal
5.29,-1.86,Normal
-36.34,16.75,Normal
15.65,19.85,Normal
38.6,18.59,Normal
39.05,12.58,Normal
-15.31,39.89,Normal
28.72,-41.53,Normal
-13.79,-28.21,Normal
-18.94,3.58,Normal
-1.62,16.74,Normal
-20.53,-32.11,Normal
-9.13,2.32,Normal
-27.68,-20.98,Normal
-27.46,-21.09,Normal
31.85,-30.04,Normal
-16.27,-10.77,Normal
-18.9,3.34,Normal
7.63,-7.13,Normal
-16.41,-21.46,Normal
-16.24,-10.79,Normal
-28.36,-13.4,Normal
-47.7,-10.99,Normal
8.29,29.81,Normal
-13.64,-28.39,Normal
20.0,38.12,Normal
-25.12,9.83,Normal
7.63,-7.13,Normal
6.89,21.97,Normal
26.98,35.35,Normal
-2.55,-40.83,Normal
-24.76,-15.03,Normal
-21.19,-30.86,Normal
-20.59,10.27,Normal
23.46,17.36,Normal
9.28,18.54,Normal
24.61,-35.66,Normal
-34.15,35.1,Normal
-39.78,18.85,Normal
-27.19,-1.21,Normal
7.08,1.93,Normal
2.07,-23.75,Normal
-10.54,-24.31,Normal
-6.05,13.69,Normal
-27.52,-31.19,Normal
-43.07,5.17,Normal
32.82,28.15,Normal
-1.62,-29.5,Normal
-20.71,-6.43,Normal
35.1,-29.67,Normal
8.91,-46.14,Normal
-9.19,-24.61,Normal
36.18,-0.47,Normal
47.29,0.73,Normal
37.91,-11.27,Normal
6.44,-25.64,Normal
-5.67,18.89,Normal
-47.34,9.69,Normal
32.82,28.15,Normal
-8.78,-6.65,Normal
-3.61,-1.97,Exploits
22.27,17.46, Reconnaissance 
27.03,-12.99,Normal
-2.03,-34.45,Normal
-36.97,28.24,Normal
-18.18,28.52,Normal
11.32,26.79,Normal
-20.42,-21.73,Normal
-9.57,39.9,Normal
-31.63,15.8,Normal
11.55,-32.23,Normal
-34.38,-1.35,Normal
-23.05,12.74,Normal
-30.16,24.4,Normal
4.4,-33.39,Normal
-20.74,32.99,Normal
0.27,6.5,Normal
11.17,-50.88,Normal
-5.98,-2.36,Normal
-20.66,32.35,Exploits
12.71,8.03,Normal
-16.02,0.5,Normal
20.24,-33.12,Normal
7.07,11.91,Normal
3.11,-42.41,Normal
6.72,26.56,Normal
-20.6,-30.61,Normal
22.73,-23.91,Normal
-23.17,1.37,Normal
-16.3,0.02,Normal
21.85,24.88,Normal
9.11,21.56,Normal
32.27,-32.08,Normal
26.83,-37.79,Normal
22.73,-23.91,Normal
30.15,25.04,Normal
17.32,-9.75,Normal
21.68,24.24,Normal
-4.06,-10.95,Normal
25.76,-34.0,Normal
-2.56,16.88,Normal
26.39,-28.12,Normal
21.09,-58.41,Exploits
-42.45,23.62, Reconnaissance 
-19.84,4.6,Normal
-13.14,-29.81,Normal
-13.17,-29.91,Normal
31.49,28.5,Normal
-33.95,-2.46,Normal
-32.36,14.06,Normal
47.63,-5.46,Normal
-19.86,4.61,Normal
-20.12,4.98,Normal
4.5,35.23,Normal
39.78,17.12,Normal
-48.55,-9.76,Normal
-20.12,-4.68,Normal
-8.09,-14.74,Normal
-13.13,-37.85,Normal
-10.0,-33.46,Normal
16.82,-22.65,Normal
-4.9,-7.36,Normal
-16.41,-19.84,Normal
16.6,-22.92,Normal
-19.8,4.54,Normal
-35.94,33.12,Normal
13.68,-15.94,Normal
-12.29,11.83,Normal
-5.1,-7.46,Normal
-4.99,-7.41,Normal
12.06,-2.62,Normal
-4.92,-7.37,Normal
-20.2,-4.77,Normal
24.18,36.45,Normal
21.84,29.39,Normal
-20.1,4.94,Normal
13.93,-34.35,Normal
44.41,1.4,Exploits
-24.88,31.4,Normal
7.97,-40.75,Normal
-35.07,20.16,Normal
-38.44,9.91,Normal
13.31,14.09,Normal
13.38,14.11,Normal
-28.57,25.86,Normal
36.73,-11.34,Normal
7.45,-25.32,Normal
13.63,14.14,Normal
-48.45,9.62,Normal
7.55,-40.71,Normal
-27.12,-1.02,Normal
-30.22,33.66,Normal
-34.46,1.17,Normal
-24.31,-11.61,Normal
29.37,0.79,Normal
-36.26,-34.29,Normal
27.24,25.61,Normal
7.48,-40.78,Normal
7.18,42.34,Normal
3.11,16.09,Normal
-11.4,31.54,Normal
-14.6,-2.13,Normal
40.07,-17.22,Exploits
21.24,-24.21,Normal
-5.22,24.07,Normal
-8.6,28.26,Normal
3.37,-32.8,Normal
-13.33,19.24,Normal
-38.38,4.08,Normal
-43.83,-8.99,Normal
0.59,-40.62,Normal
36.03,15.66,Normal
-6.73,31.71,Normal
17.78,28.06,Normal
21.32,23.21,Normal
-21.85,23.94,Normal
21.12,18.89,Normal
35.25,20.15,Normal
33.51,-17.1,Normal
27.83,-22.08,Normal
26.17,14.33,Normal
-4.0,-34.2,Normal
28.4,-6.86,Normal
-26.62,-56.93,Normal
-26.62,-56.93,Normal
-0.65,-7.39,Normal
-21.87,-29.05,Normal
44.73,-22.82,Normal
-11.1,0.7,Normal
5.15,26.42,Normal
-20.5,-20.91,Normal
7.25,-53.06,Normal
10.43,-8.16,Normal
4.63,25.78,Normal
3.58,29.25,Normal
8.91,1.77,Normal
-2.45,-4.31,Normal
-20.21,7.28,Normal
13.41,16.97,Normal
7.5,-36.23,Normal
-27.8,8.23,Normal
-21.25,29.19,Normal
-0.64,-15.8,Exploits
-40.34,28.45,DoS
24.19,27.57,Normal
9.24,-24.04,Normal
10.14,-46.74,Normal
38.47,-14.47,Normal
-36.11,-33.35,Normal
-36.64,32.88,Normal
-13.73,-20.35,Normal
-21.37,-13.55,Normal
47.35,-4.0,Normal
-40.08,28.4,Normal
38.12,3.26,Normal
42.73,-9.18,Normal
10.74,-28.53,Normal
16.04,-15.51,Normal
-16.54,-25.65,Normal
-40.24,28.43,Normal
-33.61,24.42,Normal
33.61,3.06,Normal
-17.39,11.19,Normal
-33.58,24.37,Normal
-24.87,13.34,Normal
-23.7,7.23,Normal
-20.41,24.82,Normal
-20.39,24.83,Normal
42.98,-13.53,Normal
43.45,-17.15,Normal
28.94,-15.7,Normal
6.26,8.75,Normal
20.11,13.37,Normal
-37.34,50.35,Normal
-5.67,-28.32,Normal
17.52,11.68,Normal
19.67,-25.29,Normal
29.67,3.02,Normal
30.2,13.51,Normal
20.11,13.37,Normal
-10.49,33.46,Normal
6.4,8.53,Normal
12.77,9.49,Normal
20.13,13.34,Normal
20.02,13.33,Normal
26.91,-23.17,Normal
12.17,3.81,Normal
12.42,3.71,Normal
-20.52,24.71,Normal
-9.13,36.52,Normal
20.11,13.34,Normal
-26.5,1.24,Normal
2.07,-23.75,Normal
42.55,8.49,Normal
24.46,7.9,Normal
29.7,20.79,Normal
29.63,20.85,Normal
-16.41,31.65,Normal
2.49,-36.98,Normal
33.92,28.79,Normal
6.33,8.61,Normal
36.95,15.32,Normal
29.67,29.29,Normal
-27.13,19.51,Normal
-12.13,-61.75,Exploits
-5.19,24.06, Reconnaissance 
18.6,28.07,Normal
-38.91,-13.22,Normal
40.59,-6.35,Normal
30.84,-35.69,Normal
12.05,10.8,Normal
-6.75,8.31,Normal
-24.44,-5.67,Normal
39.91,-17.8,Normal
-3.01,-21.78,Normal
24.06,27.7,Normal
3.5,-17.38,Normal
-42.49,-2.92,Normal
3.47,-17.41,Normal
-13.72,-0.34,Normal
-38.44,1.37,Normal
3.8,25.55,Normal
11.56,16.6,Normal
-42.46,-2.72,Normal
3.52,-17.37,Normal
23.73,-37.19,Normal
-5.33,-32.89,Normal
-22.49,-27.33,Normal
3.72,-26.95,Normal
3.62,-27.0,Normal
-7.79,-11.96,Normal
-24.02,-18.35,Normal
18.39,-18.73,Normal
-15.8,-24.21,Normal
-20.88,7.78,Normal
-14.33,-33.24,Normal
11.39,-9.87,Normal
35.29,1.96,Normal
-36.7,30.82,Normal
-18.77,-1.01,Normal
-13.61,-16.4,Normal
11.45,-10.1,Normal
13.94,-2.47,Normal
-36.72,30.92,Normal
30.17,33.61,Normal
-7.12,-11.71,Normal
3.64,39.88,Normal
-3.52,21.81,Normal
49.38,-17.9,Normal
33.2,-11.72,Normal
25.05,4.13,Normal
11.42,-10.11,Normal
33.0,-11.59,Normal
-13.15,-25.37,Normal
-41.71,28.5,Normal
-30.8,-14.02,Normal
-14.33,-33.3,Normal
-39.61,13.47,Normal
-4.57,-14.91,Normal
-19.42,26.29,Normal
-29.42,-4.67,Normal
-16.54,20.03,Normal
3.55,18.38,Normal
-26.15,1.02,Normal
-3.02,-28.5,Normal
-1.63,12.26,Normal
9.65,-2.4,Normal
49.94,-12.05,Normal
37.93,5.39,Normal
16.96,-35.08,Normal
-21.43,-14.81,Normal
-21.28,-14.94,Normal
-32.24,22.5,Normal
37.88,5.49,Normal
31.18,6.02,Normal
-31.56,30.39,Normal
-19.75,25.84,Normal
7.93,-19.31,Normal
9.88,13.51,Normal
20.84,37.64,Normal
23.93,32.75,Normal
-1.94,12.38,Normal
-1.91,12.36,Normal
-10.34,25.98,Normal
-7.71,34.43,Normal
0.51,1.8,Exploits
42.26,6.04,Exploits
-42.93,-4.51,Normal
5.16,-32.8,Normal
6.33,18.35,Normal
-40.56,2.7,Normal
-22.68,28.31,Normal
-14.12,40.36,Normal
10.84,-16.69,Normal
-29.12,13.02,Normal
-4.09,-15.81,Normal
20.54,37.77,Normal
7.18,42.34,Normal
-1.42,34.0,Normal
28.72,-31.0,Normal
20.2,26.55,Normal
24.72,-23.81,Normal
13.77,-30.0,Normal
-13.31,28.47,Normal
29.5,15.58,Normal
-3.13,5.84,Normal
29.74,3.97,Normal
-15.15,4.3,Normal
40.16,-7.16,Normal
17.1,22.36,Normal
24.46,-2.09,Normal
-42.48,-7.65,Normal
-41.23,-13.04,Normal
-32.65,-9.81,Normal
-40.76,1.53,Normal
-40.72,1.22,Normal
6.91,14.42,Normal
-0.64,9.58,Normal
-7.98,7.14,Normal
-42.34,-7.74,Normal
23.74,-0.95,Normal
-6.72,-35.87,Normal
-2.11,-19.85,Normal
11.51,-48.51,Normal
2.65,-7.14,Normal
31.98,-38.99,Normal
-29.53,-27.86,Normal
-31.7,-24.03,Normal
7.53,20.77,Normal
-15.63,-1.01,Normal
-29.26,-28.02,Normal
-29.19,-28.04,Normal
-12.54,24.46,Normal
18.88,4.66,Normal
15.41,-12.41,Normal
22.24,-36.14,Normal
-31.13,-32.99,Normal
31.69,-29.54,Normal
-40.72,1.24,Normal
27.34,-36.35,Normal
-42.6,-7.47,Normal
-13.99,10.96,Normal
14.93,-17.92,Normal
-28.97,-19.93,Normal
7.45,-1.14,Normal
18.94,-20.4,Normal
-29.03,36.57,Normal
34.03,-12.7,Normal
27.88,-36.53,Normal
12.18,-12.7,Normal
9.25,-0.52,Normal
-1.2,-26.46,Normal
-20.29,-20.14,Normal
-25.49,-5.56,Normal
-31.88,-14.89,Normal
-32.88,28.07,Normal
1.7,31.82,Normal
1.7,31.82,Normal
-30.04,-36.23,Normal
-22.5,41.09,Normal
-34.43,-0.14,Normal
-4.64,-1.09,Normal
1.43,2.8, Reconnaissance 
7.53,-1.04,DoS
-34.35,-10.11,Normal
-6.26,-18.83,Normal
27.24,25.62,Normal
12.26,0.21,Normal
-14.62,31.17,Normal
-4.92,23.91,Normal
-37.96,12.15,Normal
11.86,5.07,Normal
9.01,6.44,Normal
39.91,-17.79,Normal
8.2,12.59,Normal
12.31,5.1,Normal
27.04,-4.24,Normal
27.03,22.5,Normal
33.88,31.37,Normal
-33.14,20.27,Normal
8.15,-0.29,Normal
-30.15,0.49,Normal
28.83,-18.93,Normal
-30.18,0.56,Normal
-40.26,19.87,Normal
25.11,32.3,Normal
-26.98,3.87,Normal
2.15,28.59,Normal
-36.19,16.95,Normal
-36.93,-25.91,Normal
21.05,-15.1,Normal
-43.16,14.6,Exploits
11.76,-31.72,Normal
20.64,17.7,Normal
20.95,26.07,Normal
-28.8,7.4,Normal
16.79,21.45,Normal
-28.62,-6.17,Normal
10.04,-21.27,Normal
35.05,13.99,Normal
9.34,19.03,Normal
34.58,14.58,Normal
-40.85,-13.65,Normal
20.82,-33.44,Normal
27.66,-37.57,Normal
10.05,-31.9,Normal
-15.59,39.67,Normal
-17.4,28.03,Normal
16.77,-0.19,Normal
-4.59,37.41,Normal
-13.79,14.49,Normal
16.37,19.21,Normal
-4.3,38.31,Normal
-8.87,-23.06,Normal
9.0,20.16,Normal
16.79,21.45,Normal
25.66,13.24,Normal
-10.24,30.05,Normal
-33.7,-20.17,Normal
28.65,30.09,Normal
-39.95,-22.42,Normal
-32.98,-19.6,Normal
-20.44,-21.72,Normal
10.88,9.13,Normal
-13.78,-0.24,Normal
20.79,-42.05,Normal
-19.51,-26.15,Normal
-3.4,20.73,Normal
11.88,-26.58,Normal
-1.28,26.57,Normal
-42.85,-18.86,Normal
26.11,-10.09,Normal
22.54,-42.91,Normal
10.81,9.21,Normal
-40.57,-8.79,Normal
35.28,-1.88,Normal
-32.61,-18.98,Normal
-30.81,23.52,Normal
-32.69,-19.1,Normal
-20.4,34.21,Normal
-16.55,-21.1,Normal
-17.92,-14.89,Normal
-24.77,-7.98,Normal
9.08,-13.44,Normal
-25.09,-10.68,Normal
