group,variable,value
dmeansz,trans_depth,0.203342331
dmeansz,res_bdy_len,0.303628406
dmeansz,Sjit,0.027232813
dmeansz,Djit,0.327338112
dmeansz,Stime,-0.019566853
dmeansz,Ltime,-0.0194731
dmeansz,Sintpkt,-0.031449185
dmeansz,Dintpkt,-0.01935826
dmeansz,tcprtt,-0.035814028
dmeansz,synack,-0.032007347
dmeansz,ackdat,-0.033614219
dmeansz,is_sm_ips_ports,-0.021617088
dmeansz,ct_state_ttl,-0.315207304
dmeansz,ct_flw_http_mthd,0.246007792
dmeansz,is_ftp_login,-0.056429477
dmeansz,ct_ftp_cmd,-0.056429477
dmeansz,ct_srv_src,-0.375431174
dmeansz,ct_srv_dst,-0.387498642
dmeansz,ct_dst_ltm,-0.371922874
dmeansz,ct_src_ ltm,-0.365604763
dmeansz,ct_src_dport_ltm,-0.391335867
dmeansz,ct_dst_sport_ltm,-0.415155744
dmeansz,ct_dst_src_ltm,-0.424037761
trans_depth,proto,-0.041208315
trans_depth,state,0.02293244
trans_depth,dur,0.054974881
trans_depth,sbytes,0.004808609
trans_depth,dbytes,0.124681654
trans_depth,sttl,-0.067068462
trans_depth,dttl,0.165445386
trans_depth,sloss,-0.004943312
trans_depth,dloss,0.11319655
trans_depth,service,0.277794365
trans_depth,Sload,-0.088204404
trans_depth,Dload,-0.075441565
trans_depth,Spkts,0.052436641
trans_depth,Dpkts,0.10438479
trans_depth,swin,0.207137147
trans_depth,dwin,0.208085061
trans_depth,stcpb,0.16226196
trans_depth,dtcpb,0.160403555
trans_depth,smeansz,0.020212866
trans_depth,dmeansz,0.203342331
trans_depth,trans_depth,1
trans_depth,res_bdy_len,0.196207156
trans_depth,Sjit,0.065335319
trans_depth,Djit,0.449772793
trans_depth,Stime,-0.002275464
trans_depth,Ltime,-0.002217884
trans_depth,Sintpkt,-0.004971476
trans_depth,Dintpkt,0.001310363
trans_depth,tcprtt,0.05028532
trans_depth,synack,0.043288467
trans_depth,ackdat,0.049052016
trans_depth,is_sm_ips_ports,-0.006357551
trans_depth,ct_state_ttl,-0.055283575
trans_depth,ct_flw_http_mthd,0.60796897
trans_depth,is_ftp_login,-0.024372727
trans_depth,ct_ftp_cmd,-0.024372727
trans_depth,ct_srv_src,-0.155930396
trans_depth,ct_srv_dst,-0.153788729
trans_depth,ct_dst_ltm,-0.118042013
trans_depth,ct_src_ ltm,-0.117467761
trans_depth,ct_src_dport_ltm,-0.117055818
trans_depth,ct_dst_sport_ltm,-0.121519042
trans_depth,ct_dst_src_ltm,-0.132787226
res_bdy_len,proto,-0.016523561
res_bdy_len,state,0.00736796
res_bdy_len,dur,0.164655735
res_bdy_len,sbytes,0.01693055
res_bdy_len,dbytes,0.63863557
res_bdy_len,sttl,-0.045433119
res_bdy_len,dttl,0.016860897
res_bdy_len,sloss,-0.006780646
res_bdy_len,dloss,0.61653114
res_bdy_len,service,0.11231546
res_bdy_len,Sload,-0.035440736
res_bdy_len,Dload,0.018221364
res_bdy_len,Spkts,0.333870645
res_bdy_len,Dpkts,0.573497656
res_bdy_len,swin,0.083057106
res_bdy_len,dwin,0.083437197
res_bdy_len,stcpb,0.063076546
res_bdy_len,dtcpb,0.064079531
res_bdy_len,smeansz,-0.036768925
res_bdy_len,dmeansz,0.303628406
res_bdy_len,trans_depth,0.196207156
res_bdy_len,res_bdy_len,1
res_bdy_len,Sjit,0.003355517
res_bdy_len,Djit,0.036972775
res_bdy_len,Stime,-2.30E-05
res_bdy_len,Ltime,0.000148908
res_bdy_len,Sintpkt,-0.003676062
res_bdy_len,Dintpkt,-0.002917562
res_bdy_len,tcprtt,-0.002568525
res_bdy_len,synack,-0.002640372
res_bdy_len,ackdat,-0.00202345
res_bdy_len,is_sm_ips_ports,-0.002549228
res_bdy_len,ct_state_ttl,-0.033898835
res_bdy_len,ct_flw_http_mthd,0.243091371
res_bdy_len,is_ftp_login,-0.009772888
res_bdy_len,ct_ftp_cmd,-0.009772888
res_bdy_len,ct_srv_src,-0.062753053
res_bdy_len,ct_srv_dst,-0.06165615
res_bdy_len,ct_dst_ltm,-0.046868095
res_bdy_len,ct_src_ ltm,-0.050398459
res_bdy_len,ct_src_dport_ltm,-0.046892123
res_bdy_len,ct_dst_sport_ltm,-0.048791558
res_bdy_len,ct_dst_src_ltm,-0.054019282
Sjit,proto,-0.02250282
Sjit,state,0.007598631
Sjit,dur,0.125808429
Sjit,sbytes,0.001504944
Sjit,dbytes,0.01790222
Sjit,sttl,0.03882296
Sjit,dttl,0.16721551
Sjit,sloss,0.005635968
Sjit,dloss,0.017005901
Sjit,service,0.026672717
Sjit,Sload,-0.036100591
Sjit,Dload,-0.038520801
Sjit,Spkts,0.011726822
Sjit,Dpkts,0.018103997
Sjit,swin,0.083403133
Sjit,dwin,0.083269996
Sjit,stcpb,0.063785271
Sjit,dtcpb,0.065646315
Sjit,smeansz,0.00701151
Sjit,dmeansz,0.027232813
Sjit,trans_depth,0.065335319
Sjit,res_bdy_len,0.003355517
Sjit,Sjit,1
Sjit,Djit,0.406710421
Sjit,Stime,0.002116014
Sjit,Ltime,0.002247454
Sjit,Sintpkt,0.078698197
Sjit,Dintpkt,0.221964214
Sjit,tcprtt,0.139647821
Sjit,synack,0.126682779
Sjit,ackdat,0.12896086
Sjit,is_sm_ips_ports,-0.00260928
Sjit,ct_state_ttl,0.012826845
Sjit,ct_flw_http_mthd,0.088138264
Sjit,is_ftp_login,0.008995835
Sjit,ct_ftp_cmd,0.008995835
Sjit,ct_srv_src,-0.053037591
Sjit,ct_srv_dst,-0.05407932
Sjit,ct_dst_ltm,-0.047581936
Sjit,ct_src_ ltm,-0.04867023
Sjit,ct_src_dport_ltm,-0.044005502
Sjit,ct_dst_sport_ltm,-0.046036577
Sjit,ct_dst_src_ltm,-0.047721659
Djit,proto,-0.098229804
Djit,state,0.020038156
Djit,dur,0.188324801
Djit,sbytes,0.001687248
Djit,dbytes,0.156373817
Djit,sttl,-0.125029238
Djit,dttl,0.105171918
Djit,sloss,0.02607235
Djit,dloss,0.154916062
Djit,service,0.255038722
Djit,Sload,-0.117550855
Djit,Dload,-0.114799108
Djit,Spkts,0.104097628
Djit,Dpkts,0.16157285
Djit,swin,0.266232464
Djit,dwin,0.267491619
Djit,stcpb,0.207171636
Djit,dtcpb,0.206784685
Djit,smeansz,-0.019325821
Djit,dmeansz,0.327338112
Djit,trans_depth,0.449772793
Djit,res_bdy_len,0.036972775
Djit,Sjit,0.406710421
Djit,Djit,1
Djit,Stime,-0.000888244
Djit,Ltime,-0.000691657
Djit,Sintpkt,0.04830492
Djit,Dintpkt,0.132340232
Djit,tcprtt,0.029426262
Djit,synack,0.026238541
Djit,ackdat,0.027686192
Djit,is_sm_ips_ports,-0.008452633
Djit,ct_state_ttl,-0.103193474
Djit,ct_flw_http_mthd,0.545223822
Djit,is_ftp_login,-0.001176904
Djit,ct_ftp_cmd,-0.001176904
Djit,ct_srv_src,-0.192210001
Djit,ct_srv_dst,-0.189111426
Djit,ct_dst_ltm,-0.154315902
Djit,ct_src_ ltm,-0.164027516
Djit,ct_src_dport_ltm,-0.154065166
Djit,ct_dst_sport_ltm,-0.160526831
Djit,ct_dst_src_ltm,-0.17043864
Stime,proto,0.018551695
Stime,state,0.019448996
Stime,dur,0.021134896
Stime,sbytes,8.28E-05
Stime,dbytes,-0.005107294
Stime,sttl,0.022313354
Stime,dttl,-0.004734509
Stime,sloss,-0.001922198
Stime,dloss,-0.005737644
Stime,service,0.005948372
Stime,Sload,0.020687862
Stime,Dload,-0.016581479
Stime,Spkts,-0.00511735
Stime,Dpkts,-0.006860433
Stime,swin,-0.023429095
Stime,dwin,-0.026478589
Stime,stcpb,-0.021257517
Stime,dtcpb,-0.022264998
Stime,smeansz,-0.005080993
Stime,dmeansz,-0.019566853
Stime,trans_depth,-0.002275464
Stime,res_bdy_len,-2.30E-05
Stime,Sjit,0.002116014
Stime,Djit,-0.000888244
Stime,Stime,1
Stime,Ltime,0.999999454
Stime,Sintpkt,0.009615904
Stime,Dintpkt,0.006270851
Stime,tcprtt,0.01057531
Stime,synack,0.0101052
Stime,ackdat,0.009191299
Stime,is_sm_ips_ports,0.00478966
Stime,ct_state_ttl,0.032017595
Stime,ct_flw_http_mthd,0.000396749
Stime,is_ftp_login,-0.001881591
Stime,ct_ftp_cmd,-0.001881591
Stime,ct_srv_src,0.013423934
Stime,ct_srv_dst,0.014388215
Stime,ct_dst_ltm,0.020261009
Stime,ct_src_ ltm,0.014605805
Stime,ct_src_dport_ltm,0.016845775
Stime,ct_dst_sport_ltm,0.024995877
Stime,ct_dst_src_ltm,0.018922605
Ltime,proto,0.018236657
Ltime,state,0.019542861
Ltime,dur,0.022177646
Ltime,sbytes,0.000233755
Ltime,dbytes,-0.00485198
Ltime,sttl,0.022328575
Ltime,dttl,-0.004672886
Ltime,sloss,-0.001760075
Ltime,dloss,-0.005480906
Ltime,service,0.005953129
Ltime,Sload,0.020615611
Ltime,Dload,-0.016647291
Ltime,Spkts,-0.004824619
Ltime,Dpkts,-0.006595414
Ltime,swin,-0.023385512
Ltime,dwin,-0.02644208
Ltime,stcpb,-0.021229974
Ltime,dtcpb,-0.022237208
Ltime,smeansz,-0.005059781
Ltime,dmeansz,-0.0194731
Ltime,trans_depth,-0.002217884
Ltime,res_bdy_len,0.000148908
Ltime,Sjit,0.002247454
Ltime,Djit,-0.000691657
Ltime,Stime,0.999999454
Ltime,Ltime,1
Ltime,Sintpkt,0.009902436
Ltime,Dintpkt,0.006644925
Ltime,tcprtt,0.010628447
Ltime,synack,0.010153792
Ltime,ackdat,0.009239935
Ltime,is_sm_ips_ports,0.004801565
Ltime,ct_state_ttl,0.03211836
Ltime,ct_flw_http_mthd,0.00046544
Ltime,is_ftp_login,-0.001848302
Ltime,ct_ftp_cmd,-0.001848302
Ltime,ct_srv_src,0.013318763
Ltime,ct_srv_dst,0.014285547
Ltime,ct_dst_ltm,0.020171566
Ltime,ct_src_ ltm,0.014511279
Ltime,ct_src_dport_ltm,0.016756007
Ltime,ct_dst_sport_ltm,0.024907044
Ltime,ct_dst_src_ltm,0.018830938
Sintpkt,proto,-0.497699634
Sintpkt,state,0.009653811
Sintpkt,dur,0.274902563
Sintpkt,sbytes,-0.002743407
Sintpkt,dbytes,-0.009919317
Sintpkt,sttl,-0.033149236
Sintpkt,dttl,-0.013490053
Sintpkt,sloss,-0.008021456
Sintpkt,dloss,-0.012851454
Sintpkt,service,-0.0391128
Sintpkt,Sload,-0.023283422
Sintpkt,Dload,-0.028730537
Sintpkt,Spkts,-0.016237558
Sintpkt,Dpkts,-0.015345564
Sintpkt,swin,-0.040182217
Sintpkt,dwin,-0.04246353
Sintpkt,stcpb,-0.033137732
Sintpkt,dtcpb,-0.033031776
Sintpkt,smeansz,-0.022937192
Sintpkt,dmeansz,-0.031449185
Sintpkt,trans_depth,-0.004971476
Sintpkt,res_bdy_len,-0.003676062
Sintpkt,Sjit,0.078698197
Sintpkt,Djit,0.04830492
Sintpkt,Stime,0.009615904
Sintpkt,Ltime,0.009902436
Sintpkt,Sintpkt,1
Sintpkt,Dintpkt,0.500672054
Sintpkt,tcprtt,0.008789458
Sintpkt,synack,0.007909813
Sintpkt,ackdat,0.008188273
Sintpkt,is_sm_ips_ports,0.806643086
Sintpkt,ct_state_ttl,0.056969849
Sintpkt,ct_flw_http_mthd,-0.005543623
Sintpkt,is_ftp_login,-0.004977854
Sintpkt,ct_ftp_cmd,-0.004977854
Sintpkt,ct_srv_src,-0.043438903
Sintpkt,ct_srv_dst,-0.042485637
Sintpkt,ct_dst_ltm,-0.040048433
Sintpkt,ct_src_ ltm,-0.042606566
Sintpkt,ct_src_dport_ltm,-0.033121093
Sintpkt,ct_dst_sport_ltm,-0.032298856
Sintpkt,ct_dst_src_ltm,-0.037499118
Dintpkt,proto,-0.368572635
Dintpkt,state,-0.067289299
Dintpkt,dur,0.358853193
Dintpkt,sbytes,-0.000893524
Dintpkt,dbytes,-0.007916396
Dintpkt,sttl,-0.019381244
Dintpkt,dttl,0.022329864
Dintpkt,sloss,-0.004313633
Dintpkt,dloss,-0.009943207
Dintpkt,service,-0.025079535
Dintpkt,Sload,-0.021112627
Dintpkt,Dload,-0.02330386
Dintpkt,Spkts,-0.011171261
Dintpkt,Dpkts,-0.010845309
Dintpkt,swin,-0.017254959
Dintpkt,dwin,-0.01703675
Dintpkt,stcpb,-0.01338177
Dintpkt,dtcpb,-0.012937082
Dintpkt,smeansz,-0.015513427
Dintpkt,dmeansz,-0.01935826
Dintpkt,trans_depth,0.001310363
Dintpkt,res_bdy_len,-0.002917562
Dintpkt,Sjit,0.221964214
Dintpkt,Djit,0.132340232
Dintpkt,Stime,0.006270851
Dintpkt,Ltime,0.006644925
Dintpkt,Sintpkt,0.500672054
Dintpkt,Dintpkt,1
Dintpkt,tcprtt,0.024825294
Dintpkt,synack,0.022390275
Dintpkt,ackdat,0.023071709
Dintpkt,is_sm_ips_ports,-0.001518987
Dintpkt,ct_state_ttl,-0.011328699
Dintpkt,ct_flw_http_mthd,0.003573461
Dintpkt,is_ftp_login,-0.001838857
Dintpkt,ct_ftp_cmd,-0.001838857
Dintpkt,ct_srv_src,-0.036346392
Dintpkt,ct_srv_dst,-0.036148235
Dintpkt,ct_dst_ltm,-0.033810877
Dintpkt,ct_src_ ltm,-0.035379538
Dintpkt,ct_src_dport_ltm,-0.027167329
Dintpkt,ct_dst_sport_ltm,-0.027171074
Dintpkt,ct_dst_src_ltm,-0.031830806
tcprtt,proto,-0.0266971
tcprtt,state,-0.037508072
tcprtt,dur,0.051188171
tcprtt,sbytes,0.021463415
tcprtt,dbytes,-0.014078885
tcprtt,sttl,0.143138705
tcprtt,dttl,0.481862064
tcprtt,sloss,0.018562153
tcprtt,dloss,-0.015829333
tcprtt,service,-0.008455874
tcprtt,Sload,-0.057243638
tcprtt,Dload,-0.059484137
tcprtt,Spkts,-0.005861672
tcprtt,Dpkts,-0.017474506
tcprtt,swin,0.134057722
tcprtt,dwin,0.134562097
tcprtt,stcpb,0.106399138
tcprtt,dtcpb,0.106074135
tcprtt,smeansz,0.041875574
tcprtt,dmeansz,-0.035814028
tcprtt,trans_depth,0.05028532
tcprtt,res_bdy_len,-0.002568525
tcprtt,Sjit,0.139647821
tcprtt,Djit,0.029426262
tcprtt,Stime,0.01057531
tcprtt,Ltime,0.010628447
tcprtt,Sintpkt,0.008789458
tcprtt,Dintpkt,0.024825294
tcprtt,tcprtt,1
tcprtt,synack,0.924610852
tcprtt,ackdat,0.903871905
tcprtt,is_sm_ips_ports,-0.004118785
tcprtt,ct_state_ttl,0.104128159
tcprtt,ct_flw_http_mthd,0.06984257
tcprtt,is_ftp_login,0.006341055
tcprtt,ct_ftp_cmd,0.006341055
tcprtt,ct_srv_src,-0.087548949
tcprtt,ct_srv_dst,-0.091456989
tcprtt,ct_dst_ltm,-0.089649155
tcprtt,ct_src_ ltm,-0.090238733
tcprtt,ct_src_dport_ltm,-0.07546148
tcprtt,ct_dst_sport_ltm,-0.078168952
tcprtt,ct_dst_src_ltm,-0.080046139
synack,proto,-0.024327922
synack,state,-0.034998222
synack,dur,0.046732721
synack,sbytes,0.019252122
synack,dbytes,-0.012752241
synack,sttl,0.1251384
synack,dttl,0.43202489
synack,sloss,0.016812908
synack,dloss,-0.014269064
synack,service,-0.011335587
synack,Sload,-0.052148953
synack,Dload,-0.051894231
synack,Spkts,-0.004700793
synack,Dpkts,-0.015626005
synack,swin,0.122148819
synack,dwin,0.122573146
synack,stcpb,0.097035867
synack,dtcpb,0.09741207
synack,smeansz,0.037776033
synack,dmeansz,-0.032007347
synack,trans_depth,0.043288467
synack,res_bdy_len,-0.002640372
synack,Sjit,0.126682779
synack,Djit,0.026238541
synack,Stime,0.0101052
synack,Ltime,0.010153792
synack,Sintpkt,0.007909813
synack,Dintpkt,0.022390275
synack,tcprtt,0.924610852
synack,synack,1
synack,ackdat,0.672773938
synack,is_sm_ips_ports,-0.003753272
synack,ct_state_ttl,0.096532757
synack,ct_flw_http_mthd,0.060590398
synack,is_ftp_login,0.005033145
synack,ct_ftp_cmd,0.005033145
synack,ct_srv_src,-0.079106837
synack,ct_srv_dst,-0.082583917
synack,ct_dst_ltm,-0.081026608
synack,ct_src_ ltm,-0.081668593
synack,ct_src_dport_ltm,-0.068606539
synack,ct_dst_sport_ltm,-0.071247393
synack,ct_dst_src_ltm,-0.072605523
ackdat,proto,-0.02453115
ackdat,state,-0.033545514
ackdat,dur,0.046937385
ackdat,sbytes,0.020066383
ackdat,dbytes,-0.013023409
ackdat,sttl,0.137475702
ackdat,dttl,0.450714656
ackdat,sloss,0.017170736
ackdat,dloss,-0.014719765
ackdat,service,-0.00369287
ackdat,Sload,-0.052615962
ackdat,Dload,-0.057253766
ackdat,Spkts,-0.006105677
ackdat,Dpkts,-0.016391208
ackdat,swin,0.123195289
ackdat,dwin,0.123698377
ackdat,stcpb,0.097678313
ackdat,dtcpb,0.096624546
ackdat,smeansz,0.038908763
ackdat,dmeansz,-0.033614219
ackdat,trans_depth,0.049052016
ackdat,res_bdy_len,-0.00202345
ackdat,Sjit,0.12896086
ackdat,Djit,0.027686192
ackdat,Stime,0.009191299
ackdat,Ltime,0.009239935
ackdat,Sintpkt,0.008188273
ackdat,Dintpkt,0.023071709
ackdat,tcprtt,0.903871905
ackdat,synack,0.672773938
ackdat,ackdat,1
ackdat,is_sm_ips_ports,-0.003784626
ackdat,ct_state_ttl,0.093832429
ackdat,ct_flw_http_mthd,0.067606309
ackdat,is_ftp_login,0.006663521
ackdat,ct_ftp_cmd,0.006663521
ackdat,ct_srv_src,-0.08120164
ackdat,ct_srv_dst,-0.084887127
ackdat,ct_dst_ltm,-0.08312478
ackdat,ct_src_ ltm,-0.083548905
ackdat,ct_src_dport_ltm,-0.069517006
ackdat,ct_dst_sport_ltm,-0.071809791
ackdat,ct_dst_src_ltm,-0.07393054
is_sm_ips_ports,proto,-0.35230536
is_sm_ips_ports,state,0.026439782
is_sm_ips_ports,dur,0.011517491
is_sm_ips_ports,sbytes,-0.001809193
is_sm_ips_ports,dbytes,-0.006138307
is_sm_ips_ports,sttl,-0.028880811
is_sm_ips_ports,dttl,-0.018116337
is_sm_ips_ports,sloss,-0.005132862
is_sm_ips_ports,dloss,-0.007891293
is_sm_ips_ports,service,-0.025784499
is_sm_ips_ports,Sload,-0.013720377
is_sm_ips_ports,Dload,-0.015658518
is_sm_ips_ports,Spkts,-0.010781076
is_sm_ips_ports,Dpkts,-0.009709611
is_sm_ips_ports,swin,-0.030403042
is_sm_ips_ports,dwin,-0.030553304
is_sm_ips_ports,stcpb,-0.023683725
is_sm_ips_ports,dtcpb,-0.023806145
is_sm_ips_ports,smeansz,-0.016674266
is_sm_ips_ports,dmeansz,-0.021617088
is_sm_ips_ports,trans_depth,-0.006357551
is_sm_ips_ports,res_bdy_len,-0.002549228
is_sm_ips_ports,Sjit,-0.00260928
is_sm_ips_ports,Djit,-0.008452633
is_sm_ips_ports,Stime,0.00478966
is_sm_ips_ports,Ltime,0.004801565
is_sm_ips_ports,Sintpkt,0.806643086
is_sm_ips_ports,Dintpkt,-0.001518987
is_sm_ips_ports,tcprtt,-0.004118785
is_sm_ips_ports,synack,-0.003753272
is_sm_ips_ports,ackdat,-0.003784626
is_sm_ips_ports,is_sm_ips_ports,1
is_sm_ips_ports,ct_state_ttl,0.059867357
is_sm_ips_ports,ct_flw_http_mthd,-0.007802463
is_sm_ips_ports,is_ftp_login,-0.003784752
is_sm_ips_ports,ct_ftp_cmd,-0.003784752
is_sm_ips_ports,ct_srv_src,-0.025549411
is_sm_ips_ports,ct_srv_dst,-0.025034169
is_sm_ips_ports,ct_dst_ltm,-0.023644985
is_sm_ips_ports,ct_src_ ltm,-0.025178787
is_sm_ips_ports,ct_src_dport_ltm,-0.018108699
is_sm_ips_ports,ct_dst_sport_ltm,-0.017952268
is_sm_ips_ports,ct_dst_src_ltm,-0.022011343
ct_state_ttl,proto,-0.066914357
ct_state_ttl,state,0.403705492
ct_state_ttl,dur,0.097623223
ct_state_ttl,sbytes,-0.00488701
ct_state_ttl,dbytes,-0.08921526
ct_state_ttl,sttl,0.90221778
ct_state_ttl,dttl,0.013654896
ct_state_ttl,sloss,-0.052794163
ct_state_ttl,dloss,-0.114162069
ct_state_ttl,service,-0.058830655
ct_state_ttl,Sload,0.126337506
ct_state_ttl,Dload,-0.24806969
ct_state_ttl,Spkts,-0.133809202
ct_state_ttl,Dpkts,-0.139844925
ct_state_ttl,swin,-0.333947127
ct_state_ttl,dwin,-0.363814645
ct_state_ttl,stcpb,-0.283299914
ct_state_ttl,dtcpb,-0.283431438
ct_state_ttl,smeansz,-0.098132494
ct_state_ttl,dmeansz,-0.315207304
ct_state_ttl,trans_depth,-0.055283575
ct_state_ttl,res_bdy_len,-0.033898835
ct_state_ttl,Sjit,0.012826845
ct_state_ttl,Djit,-0.103193474
ct_state_ttl,Stime,0.032017595
ct_state_ttl,Ltime,0.03211836
ct_state_ttl,Sintpkt,0.056969849
ct_state_ttl,Dintpkt,-0.011328699
ct_state_ttl,tcprtt,0.104128159
ct_state_ttl,synack,0.096532757
ct_state_ttl,ackdat,0.093832429
ct_state_ttl,is_sm_ips_ports,0.059867357
ct_state_ttl,ct_state_ttl,1
ct_state_ttl,ct_flw_http_mthd,-0.064639413
ct_state_ttl,is_ftp_login,-0.047168659
ct_state_ttl,ct_ftp_cmd,-0.047168659
ct_state_ttl,ct_srv_src,0.290781083
ct_state_ttl,ct_srv_dst,0.291256192
ct_state_ttl,ct_dst_ltm,0.240782604
ct_state_ttl,ct_src_ ltm,0.238382893
ct_state_ttl,ct_src_dport_ltm,0.268675093
ct_state_ttl,ct_dst_sport_ltm,0.292268011
ct_state_ttl,ct_dst_src_ltm,0.320115437
ct_flw_http_mthd,proto,-0.05057393
ct_flw_http_mthd,state,0.026938048
ct_flw_http_mthd,dur,0.065729494
ct_flw_http_mthd,sbytes,0.002125392
ct_flw_http_mthd,dbytes,0.151320573
ct_flw_http_mthd,sttl,-0.085722348
ct_flw_http_mthd,dttl,0.21461058
ct_flw_http_mthd,sloss,-0.010018483
ct_flw_http_mthd,dloss,0.137446443
ct_flw_http_mthd,service,0.339481611
ct_flw_http_mthd,Sload,-0.108257946
ct_flw_http_mthd,Dload,-0.092258451
ct_flw_http_mthd,Spkts,0.06059954
ct_flw_http_mthd,Dpkts,0.126413386
ct_flw_http_mthd,swin,0.254214218
ct_flw_http_mthd,dwin,0.255377568
ct_flw_http_mthd,stcpb,0.199402648
ct_flw_http_mthd,dtcpb,0.197470864
ct_flw_http_mthd,smeansz,0.011357804
ct_flw_http_mthd,dmeansz,0.246007792
ct_flw_http_mthd,trans_depth,0.60796897
ct_flw_http_mthd,res_bdy_len,0.243091371
ct_flw_http_mthd,Sjit,0.088138264
ct_flw_http_mthd,Djit,0.545223822
ct_flw_http_mthd,Stime,0.000396749
ct_flw_http_mthd,Ltime,0.00046544
ct_flw_http_mthd,Sintpkt,-0.005543623
ct_flw_http_mthd,Dintpkt,0.003573461
ct_flw_http_mthd,tcprtt,0.06984257
ct_flw_http_mthd,synack,0.060590398
ct_flw_http_mthd,ackdat,0.067606309
ct_flw_http_mthd,is_sm_ips_ports,-0.007802463
ct_flw_http_mthd,ct_state_ttl,-0.064639413
ct_flw_http_mthd,ct_flw_http_mthd,1
ct_flw_http_mthd,is_ftp_login,-0.029912036
ct_flw_http_mthd,ct_ftp_cmd,-0.029912036
ct_flw_http_mthd,ct_srv_src,-0.189472496
ct_flw_http_mthd,ct_srv_dst,-0.18624152
ct_flw_http_mthd,ct_dst_ltm,-0.140111886
ct_flw_http_mthd,ct_src_ ltm,-0.142646269
ct_flw_http_mthd,ct_src_dport_ltm,-0.141300645
ct_flw_http_mthd,ct_dst_sport_ltm,-0.145830237
ct_flw_http_mthd,ct_dst_src_ltm,-0.160537316
is_ftp_login,proto,-0.024531969
is_ftp_login,state,0.012988488
is_ftp_login,dur,0.031492608
is_ftp_login,sbytes,-0.00173102
is_ftp_login,dbytes,-0.020448006
is_ftp_login,sttl,-0.061635528
is_ftp_login,dttl,0.046322274
is_ftp_login,sloss,0.030426145
is_ftp_login,dloss,0.005152594
is_ftp_login,service,0.060827654
is_ftp_login,Sload,-0.052497371
is_ftp_login,Dload,-0.052014216
is_ftp_login,Spkts,0.037713725
is_ftp_login,Dpkts,0.02132156
is_ftp_login,swin,0.123312057
is_ftp_login,dwin,0.123876365
is_ftp_login,stcpb,0.097087831
is_ftp_login,dtcpb,0.09512882
is_ftp_login,smeansz,-0.054164846
is_ftp_login,dmeansz,-0.056429477
is_ftp_login,trans_depth,-0.024372727
is_ftp_login,res_bdy_len,-0.009772888
is_ftp_login,Sjit,0.008995835
is_ftp_login,Djit,-0.001176904
is_ftp_login,Stime,-0.001881591
is_ftp_login,Ltime,-0.001848302
is_ftp_login,Sintpkt,-0.004977854
is_ftp_login,Dintpkt,-0.001838857
is_ftp_login,tcprtt,0.006341055
is_ftp_login,synack,0.005033145
is_ftp_login,ackdat,0.006663521
is_ftp_login,is_sm_ips_ports,-0.003784752
is_ftp_login,ct_state_ttl,-0.047168659
is_ftp_login,ct_flw_http_mthd,-0.029912036
is_ftp_login,is_ftp_login,1
is_ftp_login,ct_ftp_cmd,1
is_ftp_login,ct_srv_src,-0.098512005
is_ftp_login,ct_srv_dst,-0.096678443
is_ftp_login,ct_dst_ltm,-0.053670404
is_ftp_login,ct_src_ ltm,-0.055396688
is_ftp_login,ct_src_dport_ltm,-0.071742275
is_ftp_login,ct_dst_sport_ltm,-0.072570149
is_ftp_login,ct_dst_src_ltm,-0.060731121
ct_ftp_cmd,proto,-0.024531969
ct_ftp_cmd,state,0.012988488
ct_ftp_cmd,dur,0.031492608
ct_ftp_cmd,sbytes,-0.00173102
ct_ftp_cmd,dbytes,-0.020448006
ct_ftp_cmd,sttl,-0.061635528
ct_ftp_cmd,dttl,0.046322274
ct_ftp_cmd,sloss,0.030426145
ct_ftp_cmd,dloss,0.005152594
ct_ftp_cmd,service,0.060827654
ct_ftp_cmd,Sload,-0.052497371
ct_ftp_cmd,Dload,-0.052014216
ct_ftp_cmd,Spkts,0.037713725
ct_ftp_cmd,Dpkts,0.02132156
ct_ftp_cmd,swin,0.123312057
ct_ftp_cmd,dwin,0.123876365
ct_ftp_cmd,stcpb,0.097087831
ct_ftp_cmd,dtcpb,0.09512882
ct_ftp_cmd,smeansz,-0.054164846
ct_ftp_cmd,dmeansz,-0.056429477
ct_ftp_cmd,trans_depth,-0.024372727
ct_ftp_cmd,res_bdy_len,-0.009772888
ct_ftp_cmd,Sjit,0.008995835
ct_ftp_cmd,Djit,-0.001176904
ct_ftp_cmd,Stime,-0.001881591
ct_ftp_cmd,Ltime,-0.001848302
ct_ftp_cmd,Sintpkt,-0.004977854
ct_ftp_cmd,Dintpkt,-0.001838857
ct_ftp_cmd,tcprtt,0.006341055
ct_ftp_cmd,synack,0.005033145
ct_ftp_cmd,ackdat,0.006663521
ct_ftp_cmd,is_sm_ips_ports,-0.003784752
ct_ftp_cmd,ct_state_ttl,-0.047168659
ct_ftp_cmd,ct_flw_http_mthd,-0.029912036
ct_ftp_cmd,is_ftp_login,1
ct_ftp_cmd,ct_ftp_cmd,1
ct_ftp_cmd,ct_srv_src,-0.098512005
ct_ftp_cmd,ct_srv_dst,-0.096678443
ct_ftp_cmd,ct_dst_ltm,-0.053670404
ct_ftp_cmd,ct_src_ ltm,-0.055396688
ct_ftp_cmd,ct_src_dport_ltm,-0.071742275
ct_ftp_cmd,ct_dst_sport_ltm,-0.072570149
ct_ftp_cmd,ct_dst_src_ltm,-0.060731121
ct_srv_src,proto,0.24350871
