"First_PC,Second_PC,Label"
"0.71,-0.071,0"
"0.859,-0.053,0"
"0.74,-0.065,0"
"0.661,0.959,0"
"0.827,-0.044,0"
"0.912,-0.029,0"
"0.792,-0.077,0"
"0.859,-0.036,0"
"0.74,-0.072,0"
"-0.911,0.498,0"
"1.004,-0.035,0"
"0.845,-0.041,0"
"-0.716,-0.355,0"
"-0.715,-0.356,0"
"-0.715,-0.355,0"
"0.935,-0.023,0"
"1.028,-0.023,0"
"0.838,-0.042,0"
"0.9,-0.023,0"
"0.864,-0.036,0"
"-0.715,-0.356,0"
"0.79,-0.049,0"
"0.937,-0.024,0"
"0.615,-0.095,0"
"-0.715,-0.356,0"
"1.171,0.001,0"
"0.935,-0.022,0"
"0.95,-0.03,0"
"0.745,-0.06,0"
"-0.904,0.498,1"
"-0.721,-0.354,0"
"0.548,-0.119,0"
"-0.716,-0.355,0"
"0.934,-0.022,0"
"0.809,-0.049,0"
"-0.906,0.498,0"
"-0.715,-0.356,0"
"0.745,-0.077,0"
"0.866,-0.051,0"
"0.873,-0.028,0"
"0.983,-0.006,0"
"0.82,-0.047,0"
"0.834,-0.042,0"
"0.692,-0.073,0"
"0.899,1.017,0"
"0.886,-0.042,0"
"1.122,0.024,0"
"0.729,-0.075,0"
"-0.718,-0.356,0"
"-0.716,-0.355,0"
"0.701,-0.086,0"
"0.846,1.001,1"
"0.752,0.229,1"
"0.678,0.958,1"
"0.64,0.949,1"
"0.776,-0.073,0"
"0.948,-0.023,0"
"-0.715,-0.356,0"
"0.694,-0.077,0"
"-0.715,-0.355,0"
"0.963,-0.009,0"
"-0.718,-0.355,0"
"0.912,-0.036,0"
"0.792,-0.058,0"
"0.664,-0.08,0"
"-0.716,-0.355,0"
"0.932,-0.025,0"
"0.993,-0.01,0"
"0.945,-0.011,0"
"0.798,0.992,0"
"0.8,-0.055,0"
"-0.721,-0.354,0"
"0.909,-0.02,0"
"1.02,-0.019,0"
"0.608,-0.098,0"
"0.771,-0.06,0"
"0.769,-0.06,0"
"0.662,-0.083,0"
"1.003,-0.0,0"
"0.817,-0.059,0"
"0.725,-0.069,0"
"-0.903,0.497,1"
"1.058,0.004,0"
"0.678,-0.087,0"
"-0.716,-0.355,0"
"-0.715,-0.356,0"
"0.63,-0.093,0"
"0.841,-0.04,0"
"1.014,-0.017,0"
"0.974,-0.009,0"
"-0.715,-0.355,0"
"0.743,-0.063,0"
"0.724,-0.086,0"
"1.094,0.021,0"
"0.854,-0.041,0"
"0.746,-0.077,0"
"0.71,-0.069,0"
"0.542,-0.136,0"
"0.619,-0.091,0"
"-0.902,0.497,0"
"0.887,-0.036,0"
"1.072,0.007,0"
"0.867,-0.042,0"
"0.644,-0.089,0"
"-0.715,-0.355,0"
"0.928,-0.023,0"
"-0.716,-0.355,0"
"0.962,-0.01,0"
"0.985,-0.025,0"
"0.707,-0.088,0"
"-0.715,-0.356,0"
"0.845,1.004,0"
"0.766,-0.058,0"
"0.855,-0.037,0"
"1.163,0.004,0"
"-0.716,-0.355,0"
"-0.715,-0.355,0"
"-0.903,0.497,0"
"-0.715,-0.356,0"
"1.114,0.019,0"
"0.766,-0.06,0"
"0.775,-0.053,0"
"-0.716,-0.355,0"
"0.738,-0.062,0"
"0.964,-0.01,0"
"-0.906,0.498,1"
"0.687,0.96,1"
"0.77,0.991,1"
"0.846,1.004,1"
"0.494,0.918,1"
"0.848,-0.04,0"
"0.549,-0.109,0"
"0.667,-0.084,0"
"0.718,-0.071,0"
"0.753,-0.081,0"
"0.582,-0.125,0"
"1.068,-0.006,0"
"0.69,-0.077,0"
"0.996,-0.009,0"
"0.525,-0.125,0"
"0.715,-0.078,0"
"1.15,0.029,0"
"0.694,-0.078,0"
"1.12,0.027,0"
"-0.716,-0.355,0"
"0.705,-0.074,0"
"-0.716,-0.355,0"
"0.926,-0.04,0"
"0.755,-0.065,0"
"0.77,0.985,0"
"-0.715,-0.355,0"
"0.772,-0.068,0"
"0.592,-0.112,0"
"-0.715,-0.355,0"
"0.613,-0.097,0"
"0.841,-0.047,0"
"-0.716,-0.355,0"
"0.703,-0.093,0"
"-0.715,-0.356,0"
"-0.716,-0.355,0"
"0.833,-0.055,0"
"-0.716,-0.355,0"
"0.915,1.021,0"
"0.71,-0.072,0"
"0.994,-0.018,0"
"1.015,0.002,0"
"0.82,-0.059,0"
"0.741,-0.066,0"
"0.755,-0.061,0"
"0.997,-0.038,0"
"0.667,-0.08,0"
"0.938,-0.029,0"
"-0.715,-0.355,0"
"0.815,-0.062,0"
"-0.881,0.493,1"
"-0.716,-0.355,0"
"1.133,-0.011,0"
"0.936,-0.044,0"
"1.119,-0.02,0"
"0.766,-0.072,0"
"0.703,-0.074,0"
"0.96,-0.035,0"
"-0.718,-0.356,0"
"0.802,-0.09,0"
"0.682,-0.078,0"
"1.144,0.033,0"
"-0.719,-0.355,0"
"-0.721,-0.354,0"
"0.809,-0.076,0"
"0.96,-0.012,0"
"-0.721,-0.354,0"
"-0.715,-0.355,0"
"1.059,0.012,0"
"0.973,-0.046,0"
"0.953,-0.058,0"
"0.622,-0.095,0"
"0.788,0.99,0"
"0.695,-0.077,0"
"0.877,-0.033,0"
"0.896,-0.043,0"
"0.885,-0.026,0"
"0.795,-0.057,0"
"0.741,-0.066,0"
"0.985,-0.045,0"
"0.918,-0.022,0"
"0.881,-0.04,0"
"-0.721,-0.354,0"
"0.533,-0.129,0"
"0.535,-0.132,0"
"-0.716,-0.355,0"
"0.942,1.028,0"
"0.968,-0.01,0"
"0.759,-0.081,0"
"0.706,-0.081,0"
"0.789,-0.119,0"
"1.144,0.033,0"
"-0.716,-0.355,0"
"0.743,-0.085,0"
"-0.715,-0.355,0"
"-0.715,-0.356,0"
"-0.716,-0.355,0"
"-0.715,-0.355,0"
"-0.718,-0.355,0"
"0.655,-0.086,0"
"0.874,-0.031,0"
"0.967,-0.005,0"
"-0.715,-0.355,0"
"0.726,-0.069,0"
"0.655,-0.086,0"
"0.55,-0.117,0"
"-0.718,-0.356,0"
"0.506,-0.124,0"
"0.805,-0.089,0"
"0.631,-0.113,0"
"0.754,-0.08,0"
"0.824,-0.067,0"
"0.807,-0.093,0"
"0.97,-0.043,0"
"-0.716,-0.355,0"
"1.0,-0.039,0"
"0.68,-0.081,0"
"0.776,-0.067,0"
"-0.721,-0.354,0"
"0.54,0.929,0"
"1.149,0.034,0"
"0.882,-0.029,0"
"0.815,-0.054,0"
"0.787,-0.094,0"
"-0.715,-0.355,0"
"-0.716,-0.355,0"
"0.942,-0.05,0"
"0.818,-0.045,0"
"0.783,0.238,1"
"-0.901,0.497,1"
"0.623,-0.09,0"
"1.047,-0.028,0"
"0.755,-0.08,0"
"1.06,-0.027,0"
"1.017,-0.015,0"
"-0.715,-0.355,0"
"0.846,-0.059,0"
"-0.716,-0.355,0"
"0.818,-0.047,0"
"0.884,-0.066,0"
"0.734,-0.079,0"
"0.951,-0.014,0"
"0.816,0.997,0"
"-0.716,-0.355,0"
"1.117,-0.017,0"
"1.06,-0.002,0"
"0.891,-0.065,0"
"0.957,-0.024,0"
"0.787,-0.05,0"
"-0.715,-0.356,0"
"0.815,-0.043,0"
"0.879,-0.032,0"
"-0.715,-0.355,0"
"-0.718,-0.356,0"
"-0.716,-0.355,0"
"0.939,-0.028,0"
"0.869,-0.034,0"
"0.992,-0.023,0"
"-0.721,-0.354,0"
"0.986,-0.027,0"
"1.106,0.012,0"
"0.739,-0.129,0"
"-0.721,-0.354,0"
"1.086,0.007,0"
"1.027,-0.057,0"
"-0.718,-0.356,0"
"0.69,0.966,0"
"0.897,-0.027,0"
"0.709,0.965,1"
"0.492,0.912,1"
"0.633,0.952,0"
"1.087,0.019,0"
"-0.716,-0.355,0"
"-0.715,-0.355,0"
"-0.715,-0.355,0"
"0.937,-0.026,0"
"0.809,-0.109,0"
"-0.715,-0.356,0"
"-0.715,-0.355,0"
"0.704,-0.085,0"
"0.916,-0.082,0"
"0.574,-0.115,0"
"0.743,-0.132,0"
"0.542,-0.118,0"
"0.886,-0.042,0"
"0.978,-0.004,0"
"0.942,-0.017,0"
"0.608,-0.121,0"
"0.843,-0.036,0"
"-0.718,-0.356,0"
"0.788,-0.05,0"
"-0.722,-0.352,0"
"1.058,-0.051,0"
"1.057,-0.051,0"
"0.661,-0.081,0"
"0.702,0.969,0"
"0.717,-0.072,0"
"-0.715,-0.355,0"
"0.949,-0.026,0"
"-0.718,-0.356,0"
"0.829,-0.053,0"
"0.634,-0.088,0"
"-0.722,-0.353,0"
"-0.721,-0.354,0"
"-0.718,-0.355,0"
"0.633,-0.104,0"
"-0.721,-0.354,0"
"-0.715,-0.355,0"
"0.924,-0.016,0"
"0.897,-0.023,0"
"-0.721,-0.354,0"
"0.731,-0.103,0"
"-0.722,-0.352,0"
"-0.722,-0.352,0"
"0.96,-0.04,0"
"0.811,-0.11,0"
"0.889,-0.025,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"-0.722,-0.352,0"
"1.003,-0.055,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"0.656,-0.082,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"-0.722,-0.352,0"
"0.979,-0.073,0"
"-0.716,-0.355,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"0.699,-0.076,0"
"1.009,0.005,0"
"0.902,-0.032,0"
"0.806,-0.115,0"
"-0.716,-0.355,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"0.963,-0.071,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"1.156,-0.027,0"
"-0.716,-0.355,0"
"-0.756,-0.204,0"
"0.855,1.007,0"
"-0.756,-0.204,0"
"0.746,-0.096,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"-0.756,-0.204,0"
"1.007,0.293,1"
"-0.901,0.497,1"
"0.96,1.033,1"
"0.715,-0.079,0"
"0.758,-0.123,0"
"-0.715,-0.355,0"
"0.715,-0.079,0"
"0.926,-0.086,0"
"-0.716,-0.355,0"
"0.983,-0.023,0"
"-0.716,-0.355,0"
"1.034,0.011,0"
"0.938,-0.023,0"
"0.851,-0.05,0"
"-0.721,-0.354,0"
"-0.718,-0.355,0"
"0.678,-0.09,0"
"-0.716,-0.355,0"
"0.902,-0.022,0"
"0.964,-0.025,0"
"0.751,0.981,0"
"0.982,-0.019,0"
"-0.715,-0.355,0"
"-0.716,-0.355,0"
"-0.715,-0.355,0"
"-0.716,-0.355,0"
"0.962,-0.011,0"
"-0.722,-0.353,0"
"-0.715,-0.355,0"
"-0.722,-0.352,0"
"-0.715,-0.356,0"
"0.901,-0.022,0"
"0.764,0.984,0"
"0.833,-0.081,0"
"-0.722,-0.352,0"
"0.935,-0.013,0"
"0.814,-0.074,0"
"0.729,-0.072,0"
"0.818,-0.047,0"
"-0.722,-0.352,0"
"0.737,-0.082,0"
"0.535,-0.12,0"
"-0.715,-0.356,0"
"0.93,-0.015,0"
"0.934,-0.022,0"
"0.715,-0.109,0"
"-0.716,-0.355,0"
"0.885,1.016,0"
"1.036,0.002,0"
"-0.715,-0.355,0"
"0.5,-0.12,0"
"0.628,-0.094,0"
"0.916,-0.018,0"
"-0.715,-0.356,0"
"0.868,-0.068,0"
"0.646,-0.084,0"
"0.573,-0.107,0"
"0.656,-0.109,0"
"-0.722,-0.352,0"
"0.909,-0.064,0"
"0.757,-0.113,0"
"0.715,-0.107,0"
"-0.715,-0.356,0"
"1.063,-0.001,0"
"-0.715,-0.355,0"
"0.895,-0.035,0"
"-0.722,-0.352,0"
"0.885,1.016,0"
"0.855,-0.038,0"
"0.818,-0.047,0"
"-0.715,-0.355,0"
"0.757,-0.077,0"
"0.935,-0.028,0"
"0.927,-0.02,0"
"0.945,-0.034,0"
"0.902,-0.038,0"
"0.976,-0.026,0"
"-0.716,-0.355,0"
"0.928,-0.023,0"
"-0.716,-0.355,0"
"0.702,-0.117,0"
"-0.716,-0.355,0"
"0.75,0.98,0"
"0.975,-0.055,0"
"0.827,-0.04,0"
"-0.716,-0.355,0"
"-0.715,-0.355,0"
"-0.901,0.497,1"
"0.965,0.284,1"
"0.783,-0.096,0"
"-0.718,-0.356,0"
"0.709,-0.113,0"
"-0.715,-0.355,0"
"-0.715,-0.355,0"
"-0.699,-0.383,0"
"-0.699,-0.383,0"
"0.749,0.981,0"
"0.704,-0.117,0"
"0.937,-0.017,0"
"0.603,-0.13,0"
"-0.715,-0.355,0"
"0.873,-0.038,0"
"0.901,-0.026,0"
"0.782,-0.051,0"
"0.781,-0.092,0"
"0.846,-0.045,0"
"-0.721,-0.354,0"
"0.974,-0.009,0"
"-0.715,-0.356,0"
"1.11,0.025,0"
"0.705,-0.092,0"
"0.75,-0.071,0"
"0.704,-0.108,0"
"0.711,-0.08,0"
"0.845,-0.077,0"
"-0.716,-0.355,0"
"0.771,-0.067,0"
"-0.718,-0.356,0"
"0.709,-0.077,0"
"0.828,0.999,0"
"-0.716,-0.355,0"
"0.854,-0.05,0"
"0.95,-0.021,0"
"0.562,-0.11,0"
"-0.715,-0.355,0"
"0.795,-0.06,0"
"0.545,-0.116,0"
"0.985,-0.006,0"
"0.539,-0.115,0"
"-0.721,-0.354,0"
"0.844,-0.079,0"
"0.548,-0.113,0"
"0.839,-0.064,0"
"1.015,-0.035,0"
"0.758,-0.06,0"
"0.998,-0.013,0"
"-0.715,-0.355,0"
"-0.715,-0.355,0"
"0.705,0.22,1"
"0.713,0.966,1"
"0.893,-0.028,0"
"-0.718,-0.356,0"
"1.084,0.022,0"
"-0.716,-0.355,0"
"-0.721,-0.354,0"
"0.87,-0.036,0"
"-0.716,-0.355,0"
"-0.716,-0.355,0"
"-0.716,-0.355,0"
"-0.716,-0.355,0"
"-0.715,-0.356,0"
"0.889,-0.055,0"
"1.064,0.014,0"
"0.856,-0.033,0"
"-0.721,-0.354,0"
"0.63,-0.093,0"
"0.806,-0.05,0"
"0.868,-0.034,0"
"0.927,1.024,0"
"-0.716,-0.355,0"
"-0.718,-0.356,0"
"-0.716,-0.355,0"
"0.756,-0.066,0"
"0.684,-0.092,0"
"0.851,-0.1,0"
"0.784,-0.055,0"
"1.101,0.027,0"
"-0.721,-0.353,0"
"1.184,-0.023,0"
"0.919,-0.021,0"
"0.69,-0.079,0"
"-0.716,-0.355,0"
"0.839,-0.042,0"
"0.859,-0.052,0"
"-0.716,-0.355,0"
"0.786,0.989,0"
"0.758,-0.062,0"
"-0.716,-0.355,0"
"0.884,-0.03,0"
"0.889,-0.027,0"
"0.922,-0.021,0"
"-0.718,-0.355,0"
"-0.715,-0.356,0"
"0.712,-0.073,0"
"1.029,-0.061,0"
"0.713,-0.087,0"
"-0.721,-0.354,0"
"1.021,-0.056,0"
"-0.719,-0.355,0"
"0.8,0.244,1"
"0.544,0.93,1"
"0.961,-0.02,0"
"0.798,-0.05,0"
"0.762,-0.113,0"
"0.635,-0.144,0"
"-0.716,-0.355,0"
"1.139,0.032,0"
"-0.716,-0.355,0"
"0.794,-0.102,0"
"-0.715,-0.355,0"
"-0.694,-0.47,0"
"0.801,-0.098,0"
"0.504,-0.124,0"
"0.782,-0.076,0"
"0.835,-0.077,0"
"0.939,-0.017,0"
"1.017,-0.03,0"
"0.9,-0.025,0"
"0.922,-0.072,0"
"-0.716,-0.355,0"
"0.978,-0.067,0"
"-0.715,-0.355,0"
"0.589,-0.111,0"
"0.722,-0.07,0"
"0.702,-0.082,0"
"0.836,-0.061,0"
"0.903,-0.055,0"
"-0.716,-0.355,0"
"0.568,-0.108,0"
"0.989,-0.012,0"
"-0.716,-0.355,0"
"-0.716,-0.355,0"
"0.897,-0.053,0"
"0.614,-0.097,0"
"-0.716,-0.355,0"
"0.745,-0.127,0"
"0.911,-0.089,0"
"0.965,0.281,1"
"0.709,0.221,1"
"-0.902,0.497,1"
"1.044,0.002,0"
"0.914,-0.029,0"
"-0.721,-0.353,0"
"-0.715,-0.355,0"
"0.787,-0.06,0"
"-0.715,-0.355,0"
"0.733,0.977,0"
"0.985,-0.002,0"
"0.641,-0.09,0"
"-0.717,-0.354,0"
"-0.715,-0.355,0"
"0.972,-0.029,0"
"0.926,-0.03,0"
"-0.719,-0.355,0"
"0.898,-0.033,0"
"0.84,-0.042,0"
"-0.716,-0.355,0"
"-0.718,-0.353,0"
"-0.716,-0.355,0"
"0.769,-0.059,0"
"-0.721,-0.354,0"
"-0.719,-0.355,0"
"0.545,-0.115,0"
"-0.716,-0.355,0"
"0.994,-0.007,0"
"0.928,1.024,0"
"0.904,-0.026,0"
"0.976,-0.012,0"
"0.703,-0.075,0"
"0.885,-0.046,0"
"0.941,-0.017,0"
"0.968,-0.006,0"
"0.898,-0.043,0"
"0.722,-0.1,0"
"-0.717,-0.354,0"
"-0.721,-0.354,0"
"-0.718,-0.356,0"
"0.551,-0.117,0"
"0.72,-0.096,0"
"0.868,-0.035,0"
"-0.715,-0.355,0"
"0.67,-0.088,0"
"-0.722,-0.352,0"
"-0.722,-0.352,0"
"0.759,-0.066,0"
"0.636,-0.117,0"
"0.752,-0.082,0"
"-0.722,-0.352,0"
"-0.715,-0.355,0"
"0.801,-0.075,0"
"0.895,-0.023,0"
"0.626,-0.117,0"
"-0.722,-0.352,0"
"-0.715,-0.355,0"
"0.688,-0.079,0"
"-0.715,-0.355,0"
"-0.716,-0.355,0"
"0.793,-0.082,0"
"0.822,0.246,1"
"-0.901,0.497,1"
"-0.715,-0.356,0"
"1.086,0.006,0"
"0.925,-0.016,0"
"0.878,-0.038,0"
"-0.722,-0.352,0"
"0.665,-0.085,0"
"1.138,0.018,0"
"-0.715,-0.355,0"
"0.721,-0.072,0"
"-0.715,-0.355,0"
"0.884,-0.031,0"
"0.903,-0.028,0"
"-0.722,-0.352,0"
"0.791,0.991,0"
"1.032,0.001,0"
"-0.716,-0.355,0"
"0.815,-0.047,0"
"0.862,-0.052,0"
"0.715,-0.073,0"
"0.785,-0.05,0"
"1.021,-0.001,0"
"0.857,-0.044,0"
"1.033,0.001,0"
"1.012,0.005,0"
"-0.901,0.497,1"
"1.088,0.019,0"
"1.147,0.024,0"
"-0.715,-0.356,0"
"-0.715,-0.356,0"
"0.87,-0.079,0"
"0.692,-0.086,0"
"1.037,0.009,0"
"-0.715,-0.355,0"
"-0.715,-0.355,0"
"0.52,-0.128,0"
"-0.716,-0.355,0"
"0.739,0.978,0"
"0.753,-0.069,0"
"0.858,-0.04,0"
"0.69,-0.083,0"
"0.734,-0.068,0"
"-0.716,-0.355,0"
"-0.715,-0.356,0"
"0.745,-0.07,0"
"0.897,-0.032,0"
"0.898,-0.026,0"
"-0.716,-0.355,0"
"0.678,-0.098,0"
"-0.715,-0.355,0"
"0.851,0.256,1"
"0.833,-0.042,0"
"0.716,-0.071,0"
"0.821,-0.044,0"
"0.934,-0.018,0"
"-0.716,-0.355,0"
"-0.721,-0.354,0"
"0.725,-0.108,0"
"-0.716,-0.355,0"
"0.694,-0.079,0"
"0.818,-0.052,0"
"0.646,-0.095,0"
"0.964,-0.011,0"
"0.885,-0.067,0"
"0.72,-0.079,0"
"0.546,-0.114,0"
"-0.718,-0.356,0"
"0.909,1.02,0"
"0.78,-0.056,0"
"-0.719,-0.355,0"
"-0.721,-0.354,0"
"0.774,-0.065,0"
"-0.715,-0.356,0"
"1.019,0.001,0"
"0.82,-0.046,0"
"0.789,-0.054,0"
"0.535,-0.112,0"
"-0.715,-0.355,0"
"-0.716,-0.355,0"
"-0.715,-0.355,0"
"0.734,-0.063,0"
"0.889,-0.029,0"
"0.823,-0.075,0"
"0.518,-0.126,0"
"-0.716,-0.355,0"
"0.855,1.007,0"
"0.97,-0.005,0"
"0.855,1.007,0"
"0.82,-0.091,0"
"0.749,-0.063,0"
"0.818,-0.087,0"
"-0.718,-0.356,0"
"0.858,-0.04,0"
"0.575,-0.106,0"
"0.6,-0.1,0"
"-0.721,-0.354,0"
"0.533,-0.115,0"
"0.83,-0.078,0"
"0.977,-0.019,0"
"0.798,-0.055,0"
"-0.715,-0.355,0"
"0.599,-0.101,0"
"-0.716,-0.355,0"
"-0.715,-0.355,0"
"-0.716,-0.355,0"
"-0.715,-0.355,0"
"0.693,-0.078,0"
"-0.715,-0.355,0"
"0.753,0.229,1"
"1.018,0.296,1"
"-0.716,-0.355,0"
"0.875,-0.032,0"
"0.873,-0.031,0"
"0.838,-0.046,0"
"0.831,-0.044,0"
"-0.716,-0.355,0"
"0.896,-0.026,0"
"-0.715,-0.356,0"
"0.935,-0.067,0"
"0.959,-0.032,0"
"0.93,1.025,0"
"0.816,-0.046,0"
"0.763,-0.057,0"
"-0.715,-0.355,0"
"-0.715,-0.355,0"
"-0.716,-0.355,0"
"0.63,-0.092,0"
"0.938,-0.069,0"
"0.845,-0.04,0"
"-0.715,-0.355,0"
"-0.715,-0.355,0"
"-0.693,-0.47,0"
"1.016,0.003,0"
"0.552,-0.132,0"
"-0.715,-0.356,0"
"-0.716,-0.355,0"
"0.918,-0.02,0"
"0.919,-0.022,0"
"1.071,0.015,0"
"1.203,-0.015,0"
"0.689,-0.082,0"
"-0.715,-0.356,0"
"0.872,-0.034,0"
"0.688,-0.083,0"
"1.006,0.002,0"
"0.699,0.968,0"
"0.682,-0.094,0"
"-0.715,-0.355,0"
"0.733,-0.1,0"
"0.973,-0.016,0"
"0.772,-0.058,0"
"0.791,-0.065,0"
"0.844,-0.071,0"
"0.601,-0.099,0"
"0.517,-0.124,0"
"1.063,0.013,0"
"0.853,-0.038,0"
"0.898,-0.027,0"
"0.718,-0.12,0"
"0.88,-0.036,0"
"-0.715,-0.356,0"
"0.654,0.957,1"
"-0.717,-0.356,0"
"0.796,-0.052,0"
"0.91,-0.04,0"
"-0.715,-0.355,0"
"0.658,-0.13,0"
"0.813,-0.092,0"
"0.535,-0.121,0"
"0.66,-0.138,0"
"0.975,-0.034,0"
"0.82,-0.046,0"
"0.736,-0.07,0"
"0.564,-0.113,0"
"-0.715,-0.355,0"
"0.991,-0.053,0"
"0.823,0.998,0"
"-0.715,-0.356,0"
"0.651,-0.098,0"
"0.589,-0.114,0"
"-0.716,-0.355,0"
"0.637,-0.103,0"
"-0.721,-0.354,0"
"0.746,-0.061,0"
"0.679,-0.096,0"
"0.878,-0.051,0"
"-0.715,-0.355,0"
"-0.718,-0.356,0"
"0.645,-0.093,0"
"1.089,-0.027,0"
"-0.716,-0.355,0"
"-0.721,-0.354,0"
"0.88,-0.043,0"
"-0.716,-0.355,0"
"0.702,-0.106,0"
"0.93,-0.071,0"
"-0.716,-0.355,0"
"-0.716,-0.355,0"
"-0.715,-0.355,0"
"0.748,0.236,1"
"0.592,0.942,1"
"0.856,-0.086,0"
"0.92,-0.026,0"
"0.826,-0.092,0"
"1.154,-0.012,0"
"0.673,-0.078,0"
"1.131,0.013,0"
"1.174,-0.008,0"
"0.848,-0.043,0"
"0.677,-0.098,0"
"-0.716,-0.355,0"
"0.886,1.015,0"
"1.023,-0.05,0"
"0.848,-0.09,0"
"0.772,-0.075,0"
"0.942,-0.035,0"
"0.991,-0.008,0"
"0.92,-0.024,0"
"-0.716,-0.355,0"
"-0.717,-0.354,0"
"0.886,1.015,0"
"0.901,-0.026,0"
"0.91,-0.024,0"
"1.146,-0.03,0"
"-0.716,-0.355,0"
"0.723,-0.069,0"
"-0.718,-0.356,0"
"0.872,-0.034,0"
"-0.715,-0.355,0"
"-0.721,-0.354,0"
"0.507,-0.13,0"
"-0.715,-0.355,0"
"0.751,-0.072,0"
"0.702,-0.075,0"
"-0.715,-0.356,0"
"-0.716,-0.355,0"
"0.679,-0.081,0"
"0.723,-0.069,0"
"0.685,-0.085,0"
"0.943,-0.029,0"
"0.67,-0.084,0"
"0.828,-0.049,0"
"0.702,-0.083,0"
"0.817,0.245,1"
"-0.901,0.497,1"
"0.698,-0.075,0"
"0.693,-0.078,0"
"-0.716,-0.355,0"
"1.008,0.005,0"
"-0.715,-0.356,0"
"0.81,-0.053,0"
"-0.716,-0.355,0"
"0.896,-0.034,0"
"-0.715,-0.355,0"
"0.711,-0.073,0"
"0.919,-0.017,0"
"0.806,0.994,0"
"-0.722,-0.352,0"
"-0.715,-0.355,0"
"0.928,-0.015,0"
"0.883,-0.026,0"
"0.738,-0.062,0"
"0.975,-0.005,0"
"0.92,-0.022,0"
"-0.722,-0.353,0"
"0.794,-0.048,0"
"0.611,-0.094,0"
"0.938,-0.017,0"
"0.812,-0.049,0"
"0.755,-0.065,0"
"1.092,-0.018,0"
"-0.716,-0.355,0"
"-0.722,-0.352,0"
"0.993,-0.004,0"
"-0.722,-0.352,0"
"-0.722,-0.352,0"
"0.702,-0.07,0"
"-0.715,-0.355,0"
"-0.716,-0.355,0"
"-0.716,-0.355,0"
"-0.722,-0.352,0"
"0.847,-0.044,0"
"0.902,-0.022,0"
"0.89,-0.048,0"
"-0.715,-0.355,0"
"1.064,0.01,0"
"-0.716,-0.355,0"
"0.846,-0.035,0"
"0.843,0.998,1"
"-0.721,-0.354,0"
"0.885,-0.097,0"
"0.749,-0.121,0"
"0.857,-0.103,0"
"1.12,0.032,0"
"-0.718,-0.356,0"
"0.668,-0.086,0"
"0.596,-0.169,0"
"1.093,0.025,0"
"0.93,-0.02,0"
"0.938,-0.013,0"
"0.686,-0.098,0"
"-0.716,-0.355,0"
"0.856,-0.05,0"
"1.044,-0.055,0"
"0.506,-0.127,0"
"0.912,-0.028,0"
"0.773,-0.122,0"
"1.03,0.005,0"
"0.744,-0.14,0"
"1.165,-0.011,0"
"0.666,-0.08,0"
"0.638,0.953,0"
"0.723,0.973,1"
"0.709,0.971,1"
"-0.716,-0.355,0"
"-0.722,-0.353,0"
"0.914,-0.039,0"
"0.588,-0.136,0"
"-0.716,-0.355,0"
"0.793,-0.065,0"
"-0.721,-0.354,0"
"0.732,-0.068,0"
"0.782,-0.119,0"
"-0.718,-0.356,0"
"0.94,-0.083,0"
"0.531,-0.113,0"
"0.773,-0.058,0"
"-0.715,-0.355,0"
"0.671,-0.144,0"
"0.774,0.986,0"
"0.577,-0.102,0"
"-0.722,-0.352,0"
"0.839,-0.106,0"
"0.8,-0.114,0"
"0.575,-0.106,0"
"-0.716,-0.355,0"
"0.42,0.9,0"
"0.823,-0.06,0"
"-0.718,-0.356,0"
"0.958,-0.012,0"
"0.965,-0.006,0"
"0.908,-0.033,0"
"0.727,-0.067,0"
"0.994,-0.003,0"
"0.756,-0.061,0"
"0.716,-0.07,0"
"-0.721,-0.354,0"
"-0.715,-0.355,0"
"-0.721,-0.354,0"
"-0.715,-0.355,0"
"0.665,-0.086,0"
